plan_id,section_path,title,url,sort_order
PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 4. Vocabulary Acquisition (500–650 Words),1000 Most Common German Words - Lingoni German,https://www.youtube.com/watch?v=jtMP-ucXEYQ,1
PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 6. Assessment & Progression Checkpoint (A1),German A1 Exam Tips - Herr Antrim,https://www.youtube.com/watch?v=0ZrDVQFGQ8o,1
PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 1. Advanced Syntax: Subordinate Clauses & Word Order,German Subordinate Clauses - Deutsch mit Marija,https://www.youtube.com/watch?v=Z-2LcfZgXnU,1
PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 2. Temporal Scope: Past Tenses,German Past Tenses - Learn German with Anja,https://www.youtube.com/watch?v=Z-2LcfZgXnU,1
PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 3. Morphological Complexity: Dative, Genitive & Adjectives",German Dative Case - Learn German with Anja,https://www.youtube.com/watch?v=8ZrDVQFGQ8o,1
PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 6. Assessment & Progression Checkpoint (A2),German A2 Exam Tips - Herr Antrim,https://www.youtube.com/watch?v=0ZrDVQFGQ8o,1
PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 1. Syntactical Depth & Cohesion,German B1 Grammar - Lingoni German,https://www.youtube.com/watch?v=jtMP-ucXEYQ,1
PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 2. Advanced Verbs, Tenses & Adjectives",German Verb Tenses - Deutsch mit Marija,https://www.youtube.com/watch?v=Z-2LcfZgXnU,1
PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 5. Assessment & Progression Checkpoint (B1),German B1 Exam Tips - Herr Antrim,https://www.youtube.com/watch?v=0ZrDVQFGQ8o,1
PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 1. Nuanced Grammar & Collocations,German B2 Grammar - Easy German,https://www.youtube.com/watch?v=RUyadIt-GOs,1
PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 4. Assessment & Progression Checkpoint (B2),German B2 Exam Tips - Herr Antrim,https://www.youtube.com/watch?v=0ZrDVQFGQ8o,1
PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 1. Stylistic Variation & Rhetorical Impact,Advanced German Style - Easy German,https://www.youtube.com/watch?v=RUyadIt-GOs,1
PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 2. Specialized Vocabulary & Pragmatics,German C1 Vocabulary - Lingoni German,https://www.youtube.com/watch?v=jtMP-ucXEYQ,1
PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 4. Assessment & Progression Checkpoint (C1),German C1 Exam Tips - Herr Antrim,https://www.youtube.com/watch?v=0ZrDVQFGQ8o,1
PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 22–36: CEFR Level C2 (Mastery) > 1. Total Immersion & Near-Native Application,German Immersion Tips - Easy German,https://www.youtube.com/watch?v=RUyadIt-GOs,1
PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Daily Micro-Routine (1.5 to 2.5 Hours) > Morning: Lexical Anchoring (20–30 Minutes),Daily German Vocabulary Routine - Learn German Original,https://www.youtube.com/watch?v=jtMP-ucXEYQ,1
PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Daily Micro-Routine (1.5 to 2.5 Hours) > Afternoon: Comprehensible Input & Phonetic Mimicry (30–45 Minutes),Comprehensible Input - Easy German,https://www.youtube.com/watch?v=RUyadIt-GOs,1
PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Daily Micro-Routine (1.5 to 2.5 Hours) > Evening: Syntactic Construction & Output Generation (30–45 Minutes),German Output Practice - Learn German with Anja,https://www.youtube.com/watch?v=Z-2LcfZgXnU,1
PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Weekly Macro-Routine (Thematic Cycles),Weekly German Study Routine - Easy German,https://www.youtube.com/watch?v=RUyadIt-GOs,1
PLAN_0004,Practice Schedule (Standard 45-Minute Session Architecture) > Session Structure,How to Practise Piano - Graham Fitch,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0004,Progress Tracking > Practice Consistency,Building Practice Consistency - Josh Wright TV,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0004,Progress Tracking > Tempo Progression,Slow Practice Method - Graham Fitch,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0004,Progress Tracking > Accuracy Trend,Accuracy in Piano Practice - Josh Wright TV,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0004,Progress Tracking > Repertoire Readiness,Preparing Repertoire - Graham Fitch,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0004,Progress Tracking > Skill Radar (Semi-Monthly Self-Assessment),Self-Assessment for Pianists - Josh Wright TV,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0004,Goals (End of Year 1),Piano Goals and Progress - Josh Wright TV,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0005,Autonomous Scientific Researcher > Phase 1: Foundational Epistemology and Literature Mastery > Months 1–4: Epistemology and the Information Architecture of Science > 1. The Philosophy of Science and Epistemological Frameworks,Philosophy of Science Intro - CrashCourse,https://www.youtube.com/watch?v=BDqvzFYzPTM,1
PLAN_0005,Autonomous Scientific Researcher > Phase 1: Foundational Epistemology and Literature Mastery > Months 1–4: Epistemology and the Information Architecture of Science > 2. Advanced Literature Review and Gap Identification,How to Do a Literature Review - Andy Stapleton,https://www.youtube.com/watch?v=t2d7Ru_qycs,1
PLAN_0005,Autonomous Scientific Researcher > Phase 1: Foundational Epistemology and Literature Mastery > Months 1–4: Epistemology and the Information Architecture of Science > 3. Reference Management and Bibliographic Frameworks,Zotero Tutorial - Andy Stapleton,https://www.youtube.com/watch?v=JVPDCbX1G0U,1
PLAN_0005,Autonomous Scientific Researcher > Phase 2: Methodological Design and Statistical Rigor > Months 5–12: From Study Architecture to Programmatic Analysis > 4. Fundamentals of Qualitative Research Methods,Qualitative Research Methods - Yale,https://www.youtube.com/watch?v=6Phcgl4_VXg,1
PLAN_0005,Autonomous Scientific Researcher > Phase 2: Methodological Design and Statistical Rigor > Months 5–12: From Study Architecture to Programmatic Analysis > 5. Quantitative Research and Study Design Architecture,Study Design - Global Health with Greg Martin,https://www.youtube.com/watch?v=GPadprS2G8o,1
PLAN_0005,Autonomous Scientific Researcher > Phase 2: Methodological Design and Statistical Rigor > Months 5–12: From Study Architecture to Programmatic Analysis > 6. Core Statistical Concepts and Probability Theory,Statistics Fundamentals - StatQuest,https://www.youtube.com/watch?v=qBigTkBDMWs,1
PLAN_0005,Autonomous Scientific Researcher > Phase 2: Methodological Design and Statistical Rigor > Months 5–12: From Study Architecture to Programmatic Analysis > 7. Applied Biostatistics and R Programming,R Programming for Research - Global Health with Greg Martin,https://www.youtube.com/watch?v=_V8eKsto3Ug,1
PLAN_0005,"Autonomous Scientific Researcher > Phase 3: Data Integrity, Ethics, and Management > Months 13–16: Stewardship, Compliance, and Open Science > 8. FAIR Data Principles and Open Science",FAIR Data Principles - Utrecht University,https://www.youtube.com/watch?v=4JB1G0elGOA,1
PLAN_0005,"Autonomous Scientific Researcher > Phase 3: Data Integrity, Ethics, and Management > Months 13–16: Stewardship, Compliance, and Open Science > 9. Research Ethics and Scientific Integrity",Research Ethics - NIH,https://www.youtube.com/watch?v=86zWBjDaXPk,1
PLAN_0005,"Autonomous Scientific Researcher > Phase 4: Scientific Writing, Publication, and Dissemination > Months 17–24: Manuscript Architecture and Rhetorical Precision > 10. The IMRaD Framework and Manuscript Structuring",IMRaD Structure - SAGE Research Methods,https://www.youtube.com/watch?v=QYd2F4aNyNM,1
PLAN_0005,"Autonomous Scientific Researcher > Phase 4: Scientific Writing, Publication, and Dissemination > Months 17–24: Manuscript Architecture and Rhetorical Precision > 11. Advanced Scientific Writing and Stylistic Nuance",Scientific Writing Tips - Andy Stapleton,https://www.youtube.com/watch?v=GWRU5nAWvL4,1
PLAN_0005,"Autonomous Scientific Researcher > Phase 4: Scientific Writing, Publication, and Dissemination > Months 17–24: Manuscript Architecture and Rhetorical Precision > 12. Delivering High-Impact Scientific Presentations",Scientific Presentations - Nature Masterclasses,https://www.youtube.com/watch?v=sT_-lpeBlUQ,1
PLAN_0005,"Autonomous Scientific Researcher > Phase 5: Funding, Grantsmanship, and Independence > Months 25–36: The Architecture of Federal Funding and Strategic Proposal Design > 13. Navigating the Grant Application Process",Grant Writing Basics - NIH,https://www.youtube.com/watch?v=OnAwOgQ5Zd0,1
PLAN_0005,"Autonomous Scientific Researcher > Phase 5: Funding, Grantsmanship, and Independence > Months 25–36: The Architecture of Federal Funding and Strategic Proposal Design > 14. Strategic Grant Writing for Career Independence",Grant Writing Strategy - Andy Stapleton,https://www.youtube.com/watch?v=GWRU5nAWvL4,1
PLAN_0005,Autonomous Execution Framework > Daily Micro-Routine (2.5 to 3.5 Hours),Daily Research Routine - Andy Stapleton,https://www.youtube.com/watch?v=GWRU5nAWvL4,1
PLAN_0005,Autonomous Execution Framework > Weekly Macro-Routine,Weekly Research Planning - Andy Stapleton,https://www.youtube.com/watch?v=GWRU5nAWvL4,1
PLAN_0005,Willingness to Pay > Secondary Topics (Ranks 6–10),Conjoint Analysis Intro - Kellogg,https://www.youtube.com/watch?v=5rUv4lGMfL8,1
PLAN_0006,"Phase 0: Cognitive Translation Layer (Pre-work) > From Usability to Business Value > Scope, Speed, and Constraint Negotiation",Product Owner Scope Negotiation - Scrum.org,https://www.youtube.com/watch?v=502ILHjI9hU,1
PLAN_0006,Phase 1: Agile Foundations and Backlog Architecture (Months 1–2) > Topic Module 1.2: The Architecture of User Stories > Stories as Conversation Placeholders,User Stories - Mountain Goat Software,https://www.youtube.com/watch?v=apDvBVAldoY,1
PLAN_0006,Phase 1: Agile Foundations and Backlog Architecture (Months 1–2) > Topic Module 1.3: Story Splitting and Release Mapping > Vertical Slicing and SPIDR,Story Splitting - Mountain Goat Software,https://www.youtube.com/watch?v=EDT0yHbs8A0,1
PLAN_0006,Phase 1: Agile Foundations and Backlog Architecture (Months 1–2) > Topic Module 1.3: Story Splitting and Release Mapping > Phase 1 Milestone: Backlog Architecture Document,Product Backlog Refinement - Scrum.org,https://www.youtube.com/watch?v=502ILHjI9hU,1
PLAN_0006,Phase 2: Continuous Discovery and Strategic Alignment (Months 3–4) > Topic Module 2.1: Institutionalizing Continuous Discovery Habits > Product Trio and Weekly Touchpoints,Continuous Discovery - Product Talk,https://www.youtube.com/watch?v=9P87-HA-UR4,1
PLAN_0006,Phase 2: Continuous Discovery and Strategic Alignment (Months 3–4) > Topic Module 2.2: The Opportunity Solution Tree (OST) > Four-Tier OST Framework,Opportunity Solution Tree - Product Talk,https://www.youtube.com/watch?v=9P87-HA-UR4,1
PLAN_0006,Phase 2: Continuous Discovery and Strategic Alignment (Months 3–4) > Topic Module 2.2: The Opportunity Solution Tree (OST) > Phase 2 Milestone: Opportunity Solution Tree,Building an OST - Product Talk,https://www.youtube.com/watch?v=9P87-HA-UR4,1
PLAN_0006,Phase 2: Continuous Discovery and Strategic Alignment (Months 3–4) > Topic Module 2.3: Escaping the Build Trap and Lean Strategy > Hypothesis-Driven Product Definition,Lean Product Strategy - Jeff Gothelf,https://www.youtube.com/watch?v=UqpT8kn12P0,1
PLAN_0006,Phase 3: Prioritization Frameworks and Metric Architecture (Months 5–6) > Topic Module 3.1: Quantitative Prioritization via the RICE Framework > Phase 3 Milestone: RICE Matrix Evaluation,RICE Prioritization - Intercom,https://www.youtube.com/watch?v=O5RtKgdmo1s,1
PLAN_0006,Phase 3: Prioritization Frameworks and Metric Architecture (Months 5–6) > Topic Module 3.2: Qualitative Prioritization via the Kano Model > Kano Feature Categories,Kano Model - Product School,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0006,Phase 3: Prioritization Frameworks and Metric Architecture (Months 5–6) > Topic Module 3.3: Analytics and the North Star Metric > Metric Trees and NSM,North Star Metric - Amplitude,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0006,Phase 4: Technical Fluency and Systems Architecture (Months 7–8) > Topic Module 4.1: Systems Architecture and Data Supply Chains > Modern Web Architecture Literacy,Web Architecture for PMs - Product School,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0006,"Phase 4: Technical Fluency and Systems Architecture (Months 7–8) > Topic Module 4.2: API Operations, Testing, and Debugging > Phase 4 Milestone: API Diagnostic Report",APIs for Product Managers - Postman,https://www.youtube.com/watch?v=GZvSYJDk-us,1
PLAN_0006,Phase 5: Advanced Stakeholder Management and Certification (Months 9–10) > Topic Module 5.1: Stakeholder Alignment and Strategic Refusal > Data-Backed Alignment and Refusal,Stakeholder Management - Roman Pichler,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0006,Phase 5: Advanced Stakeholder Management and Certification (Months 9–10) > Topic Module 5.2: Professional Scrum Product Owner (PSPO) Certification Readiness > Phase 5 Milestone: PSPO I Certification,PSPO I Exam Tips - Scrum.org,https://www.youtube.com/watch?v=502ILHjI9hU,1
PLAN_0006,Study Architecture: Learning Sprint Cadence (Ongoing) > Bi-Weekly Learning Sprints,Agile Learning Sprints - Scrum with Fred,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0006,Progress KPIs (Meta-Checklist) > Learner Key Performance Indicators,Product Owner KPIs - Roman Pichler,https://www.youtube.com/watch?v=K8H0pQn72N0,1
