id,parent_type,parent_id,title,body,emoji,section_path,sort_order,created_at
INFO_0051,task,TASK_0032,"Bom dia, key-users! Espero que estejam bem.","Bom dia, key-users! Espero que estejam bem.
Vocês agora foram treinados no Gemini Enterprise, mas o caminho continua! Nosso próximo desafio é a plataforma N8N. De qualquer forma, o aprendizado vai valer muito a pena. O N8N ajudará você, e aos seus colegas de time, a construir automações com Agentes de IA.
Para deixarmos tudo pronto para o treinamento, pedimos que vocês façam a solicitação de acesso à plataforma aqui (https://go.n8n.bosch.com/).
Depois de liberados, vocês podem acessar a plataforma neste link (https://i1-s.n8n.bosch.com/) e acessar sua documentação aqui (https://inside-docupedia.bosch.com/confluence2/n8n/n8n-enterprise-for-bosch-549180801.html).
Contem conosco nesta jornada de aprendizado.",ℹ️,Projects/Parte 2 – N8N,1090,2026-08-29 15:48:39
INFO_0052,task,TASK_0033,Apresentação explicativa do N8N,Apresentação explicativa do N8N,ℹ️,Projects/N8N,1120,2026-08-29 15:48:39
INFO_0053,task,TASK_0033,N8N precisa da solicitação de acesso.,N8N precisa da solicitação de acesso.,ℹ️,Projects/N8N,1130,2026-08-29 15:48:39
INFO_0054,task,TASK_0033,"Não tem custos com a sandbox, mas apenas quando lançado em produção. Essa parte faz parte do treinamento.","Não tem custos com a sandbox, mas apenas quando lançado em produção. Essa parte faz parte do treinamento.",ℹ️,Projects/N8N,1140,2026-08-29 15:48:39
INFO_0055,task,TASK_0033,Trazer um exemplo.,Trazer um exemplo.,ℹ️,Projects/N8N,1150,2026-08-29 15:48:39
INFO_0056,task,TASK_0033,A mensagem .,A mensagem .,ℹ️,Projects/N8N,1160,2026-08-29 15:48:39
INFO_0057,task,TASK_0033,Reference aos key-users pode tentar 3 horas.,Reference aos key-users pode tentar 3 horas.,ℹ️,Projects/N8N,1170,2026-08-29 15:48:39
INFO_0058,task,TASK_0033,"Recap explicando que essa rodada é uma nova ferramenta como alternativa. Assim, eles entendem que é diferente do Gemini Enterprise.","Recap explicando que essa rodada é uma nova ferramenta como alternativa. Assim, eles entendem que é diferente do Gemini Enterprise.",ℹ️,Projects/N8N,1180,2026-08-29 15:48:39
INFO_0059,task,TASK_0033,"Ajustar a sessão de colaboradores e deixar mais parecida com a dos gestores, algo mais genérico para que aqueles quiserem se aprofundar, possam fazer.","Ajustar a sessão de colaboradores e deixar mais parecida com a dos gestores, algo mais genérico para que aqueles quiserem se aprofundar, possam fazer.",ℹ️,Projects/N8N,1190,2026-08-29 15:48:39
INFO_0060,task,TASK_0033,Se tiver uma quantidade alta de colaboradores nós expandimos para mais.,Se tiver uma quantidade alta de colaboradores nós expandimos para mais.,ℹ️,Projects/N8N,1200,2026-08-29 15:48:39
INFO_0061,task,TASK_0033,"Quando uma pessoa se autonominar key-user, o gestor precisa aprovar antes.","Quando uma pessoa se autonominar key-user, o gestor precisa aprovar antes.",ℹ️,Projects/N8N,1210,2026-08-29 15:48:39
INFO_0062,project,PROJ_0014,O AI Roleplay é um módulo do QMAI. ℹ️ O AI Roleplay analisa as transcrições de ligações e analisa problemas. O AI Roleplay cria um treinamento específico para aquela pessoa ou time. O Treinamento tem ,O AI Roleplay é um módulo do QMAI. ℹ️ O AI Roleplay analisa as transcrições de ligações e analisa problemas. O AI Roleplay cria um treinamento específico para aquela pessoa ou time. O Treinamento tem que condizer com o tom de voz da empresa contratante.,ℹ️,Projects/AI Roleplay,1250,2026-08-29 15:48:39
INFO_0063,project,PROJ_0014,Um agente pode solicitar um treinamento ou o gestor solicitar.,Um agente pode solicitar um treinamento ou o gestor solicitar.,ℹ️,Projects/AI Roleplay,1260,2026-08-29 15:48:39
INFO_0064,project,PROJ_0014,Tem um quiz no final do treinamento.,Tem um quiz no final do treinamento.,ℹ️,Projects/AI Roleplay,1270,2026-08-29 15:48:39
INFO_0065,project,PROJ_0014,Fluxo do agente,Fluxo do agente,ℹ️,Projects/AI Roleplay,1280,2026-08-29 15:48:39
INFO_0066,project,PROJ_0014,Não precisa se preocupar nas diferenças entre usuários.,Não precisa se preocupar nas diferenças entre usuários.,ℹ️,Projects/AI Roleplay,1300,2026-08-29 15:48:39
INFO_0067,project,PROJ_0014,"Cada pilar do Figma, é um usuário","Cada pilar do Figma, é um usuário",ℹ️,Projects/AI Roleplay,1310,2026-08-29 15:48:39
INFO_0068,project,PROJ_0015,"link rel=""stylesheet"" type=""text/css"" href=""styles/styles.css"">","link rel=""stylesheet"" type=""text/css"" href=""styles/styles.css"">",ℹ️,,1350,2026-08-29 15:48:39
INFO_0069,task,TASK_0037,Vaga no Linkedin que te mandaram a umas semanas atrás,Vaga no Linkedin que te mandaram a umas semanas atrás,ℹ️,,1390,2026-08-29 15:48:39
INFO_0070,task,TASK_0037,Vaga no Linkedin que a Débora enviou da colega delas,Vaga no Linkedin que a Débora enviou da colega delas,ℹ️,,1400,2026-08-29 15:48:39
INFO_0071,task,TASK_0037,Check Smart Recruiters,,ℹ️,,1410,2026-08-29 15:48:39
INFO_0072,task,TASK_0037,https://www.instagram.com/p/DY4wrVqyXv0/?hl=en Study about this dataset center in Paulinia and Campinas too,https://www.instagram.com/p/DY4wrVqyXv0/?hl=en Study about this dataset center in Paulinia and Campinas too,ℹ️,,1420,2026-08-29 15:48:39
INFO_0073,task,TASK_0037,https://www.linkedin.com/jobs/view/4452391795/,https://www.linkedin.com/jobs/view/4452391795/,ℹ️,,1430,2026-08-29 15:48:39
INFO_0074,task,TASK_0037,https://www.linkedin.com/jobs/view/4449189767/,https://www.linkedin.com/jobs/view/4449189767/,ℹ️,,1450,2026-08-29 15:48:39
INFO_0076,task,TASK_0042,We also had some problems with authentication along the way,We also had some problems with authentication along the way,ℹ️,,1550,2026-08-29 15:48:39
INFO_0077,task,TASK_0042,"R$ 600,00","R$ 600,00",ℹ️,,1570,2026-08-29 15:48:39
INFO_0078,task,TASK_0045,"Update the ""agradecimentos"", removing Márcia and Creusa. Add CLeuza.","Update the ""agradecimentos"", removing Márcia and Creusa. Add CLeuza.",ℹ️,,1610,2026-08-29 15:48:39
INFO_0079,task,TASK_0045,"Minoxidil: 6/6, Revoc: 2/2 (60 pills)","Minoxidil: 6/6, Revoc: 2/2 (60 pills)",ℹ️,,1620,2026-08-29 15:48:39
INFO_0080,task,TASK_0047,Presentation: 30m,Presentation: 30m,ℹ️,,1650,2026-08-29 15:48:39
INFO_0081,task,TASK_0048,DOI do Repositório de Dados de Pesquisa da Unicamp (REDU): https://doi.org/10.25824/redu/ONWYJO,DOI do Repositório de Dados de Pesquisa da Unicamp (REDU): https://doi.org/10.25824/redu/ONWYJO,ℹ️,,1670,2026-08-29 15:48:39
INFO_0082,task,TASK_0054,Draft a precise subject line for the introductory email to a prospective doctoral advisor,Draft a precise subject line for the introductory email to a prospective doctoral advisor,ℹ️,,1770,2026-08-29 15:48:39
INFO_0083,task,TASK_0054,Prepare and attach an academic CV and a published article,Prepare and attach an academic CV and a published article,ℹ️,,1780,2026-08-29 15:48:39
INFO_0084,task,TASK_0056,Verify whether both British and Australian PhD programs offer scholarships or if it is restricted to the Australian program.,Verify whether both British and Australian PhD programs offer scholarships or if it is restricted to the Australian program.,ℹ️,,1820,2026-08-29 15:48:39
INFO_0085,task,TASK_0056,⏳ Analyze the additional costs associated with Australian and British PhD programs.,⏳ Analyze the additional costs associated with Australian and British PhD programs.,ℹ️,,1830,2026-08-29 15:48:39
INFO_0089,project,PROJ_0019,Fluvoxamina (Revoc brand) (watch for GI/activation; review interactions when add,Fluvoxamina (Revoc brand) (watch for GI/activation; review interactions when adding new meds),ℹ️,Daily,1920,2026-08-29 15:48:39
INFO_0090,project,PROJ_0019,Maintain ongoing literature review,"Maintain ongoing literature review
Confirm if committee members may ask about courses near defense
Add DOI to your research and PPT presentation base (if applicable)
Check if your student subscription is generating any cost
Monitor storage usage (keep under 5 GB)",ℹ️,Weekly,1990,2026-08-29 15:48:39
INFO_0099,project,PROJ_0004,20260828-142108.png,,ℹ️,,3810,2026-08-30 12:03:36
INFO_0100,project,PROJ_0004,20260828-101254.png,,ℹ️,,3820,2026-08-30 12:03:36
INFO_0101,project,PROJ_0004,20260828-101317.png,,ℹ️,,3830,2026-08-30 12:03:36
INFO_0102,task,TASK_0007,20260820-105844.png,,ℹ️,,3840,2026-08-30 12:03:36
INFO_0103,task,TASK_0009,20260812-103754.png,,ℹ️,,3850,2026-08-30 12:03:36
INFO_0104,task,TASK_0009,20260812-171426.png,,ℹ️,,3860,2026-08-30 12:03:36
INFO_0105,task,TASK_0029,20260817-165019.png,,ℹ️,,3870,2026-08-30 12:03:36
INFO_0106,task,TASK_0033,20260824-110249.png,,ℹ️,,3880,2026-08-30 12:03:36
INFO_0107,project,PROJ_0014,20260825-112514.png,,ℹ️,,3890,2026-08-30 12:03:36
INFO_0108,project,PROJ_0014,20260825-112750.png,,ℹ️,,3900,2026-08-30 12:03:36
INFO_0109,project,PROJ_0014,20260825-112558.png,,ℹ️,,3910,2026-08-30 12:03:36
INFO_0111,task,TASK_0041,20260413-222711.png,,ℹ️,,3930,2026-08-30 12:03:36
INFO_0112,task,TASK_0042,20260301-203740.png,,ℹ️,,3940,2026-08-30 12:03:36
INFO_0113,task,TASK_0049,20260717-204839.png,,ℹ️,,3950,2026-08-30 12:03:36
INFO_0114,task,TASK_0050,20260717-204123.png,,ℹ️,,3960,2026-08-30 12:03:36
INFO_0115,task,TASK_0006,"Deborah, I believe it would be more beneficial for me to position myself as a data scientist who understands how to conduct market research. She noted that within Bosch, this function is referred to a Deborah, I believe it would be more beneficial for me to position myself as a data scientist who understands how to conduct market research. She noted that within Bosch, this function is referred to as BUD. This concept also exists in PT, alongside other areas apart from UX. She also believes it would be advantageous for me to focus on the Product Owner role.",,ℹ️,,3970,2026-08-30 15:08:00
INFO_0116,task,TASK_0006,A Andréia pode ser um caminho para fazer um doutorado. external.Andreia.Andrade@br.bosch.com,,ℹ️,,3980,2026-08-30 15:08:18
INFO_0117,task,TASK_0212,"ℹ️ Check your PowerPoint confidenciality level

ℹ️ Send Customer Feedback

ℹ️ Create a project case

ℹ️ Create Project KPIs",,ℹ️,,3990,2026-08-30 15:10:36
INFO_0118,task,TASK_0213,"RISE
- We're going to have two trainings for key users tomorrow and on Thursday
- I have also been sending some communication on the team's groups for people to engage, even though it's been difficult for them to engage
- We appointed all trainings for N8N
- We sent an invitation for all colleagues in SO and we got 57 responses
- I need to finish sending the invitations for the key users and colleagues

Data insights
- Waiting 

BPM
- We've been having discussions weekly for backlog prioritization
- While I am on vacation discussions, we'll start with Paolo for creating an API to give data from Genesis
- I have also created prototype screens for the necessary tasks that didn't have it

AI Roleplay
- Waiting",,ℹ️,,4000,2026-08-30 15:11:07
INFO_0119,task,TASK_0214,"ℹ️ Eu orientei a Letícia a entender quais são as expectativas da liderança em termos de generalizar ou especificar a plataforma. Ela tem uma visão de plataforma e a Fran, sua colega, que é CTG Partner, t
Eu orientei a Letícia a entender quais são as expectativas da liderança em termos de generalizar ou especificar a plataforma. Ela tem uma visão de plataforma e a Fran, sua colega, que é CTG Partner, também tem outra. O quanto a gente vai deixar ela específica para a visão de mundo de cada uma delas ou generalizar?
ℹ️ Sprint finish at end of August.
ℹ️ Paulo Luz irá criar uma API para tirar dados do Gênesis e passar para o nosso sistema do BPM.
ℹ️ Provavelmente terão duas APIs com o Genesys o Apolo.
ℹ️ As reuniões entre o Paulo e o time de desenvolvedores acontecerão no seu período de férias, então quando você retornar, entenda o que rolou.",,ℹ️,,4010,2026-08-30 15:25:13
INFO_0120,task,TASK_0217,https://forms.office.com/e/uGVi4LaXff,,ℹ️,,4020,2026-08-30 15:28:57
INFO_0121,task,TASK_0037,"# Deep-reasoning job search prompt — Senior Data Analyst

Copy everything below the line into your deep-reasoning AI (with web search enabled, if available).

---

## Role

You are an expert career researcher and labor-market analyst specializing in **Brazilian tech and analytics hiring**, with deep knowledge of the **Campinas metropolitan region** (Campinas, Nova Odessa, Sumaré, Americana, Paulínia, Valinhos, Vinhedo, Indaiatuba) and **nationwide remote (home office) roles**.

Your task is to **find, evaluate, and rank real job opportunities** where I am a **strong fit for Senior Data Analyst** (or equivalent senior analytics roles). Use step-by-step reasoning, cross-check sources, and be explicit about uncertainty.

---

## Candidate profile (source of truth)

**Name:** Eduardo M. de A. Figueiredo  
**Location:** Nova Odessa, SP, Brazil (Campinas metro area)  
**Work arrangement:** Open to **onsite/hybrid within Campinas metro** and **remote/home office anywhere in Brazil** (CLT or PJ—flag contract type when known)  
**Languages:** Portuguese (native), English (fluent)  
**Target level:** **Senior** Data Analyst (not junior; not pure Data Scientist unless the role is analyst-heavy)

### Professional summary

Data analyst with ~8 years at Bosch (intern → web developer → applied research & design analyst). Turns applied research and delivery into **measurable insight**. Strong in **Excel** (advanced formulas, VBA, database-style workbooks, shortcuts), **CSV** pipelines, **Power BI**, **Python/SQL**, experimentation, and outcome metrics (CSI/NPS). Master's in Technology at Unicamp (completing September 2026, Grade A coursework). Published research on trust measurement (IHC 2025, ISSRE 2025).

### Core strengths to match against job descriptions

| Area                             | Evidence                                                                                                        |
| -------------------------------- | --------------------------------------------------------------------------------------------------------------- |
| **Excel & VBA**                  | Advanced formulas, macros, database-style workbooks, shortcuts; 3rd place Bosch Talent Forum 2018 (Excel macro) |
| **CSV & data wrangling**         | Daily CSV workflows; data-informed triage and reporting                                                         |
| **BI & dashboards**              | Power BI for project/resource oversight and training tracking                                                   |
| **SQL & databases**              | SQL Server (full-stack period); SQL in current stack                                                            |
| **Python & visualization**       | Python, Matplotlib, Seaborn; dissertation uses experimentation + ML                                             |
| **Metrics & experimentation**    | CSI 4.86 / NPS 9.94 avg. on projects (2024–2025); method-driven quality gates                                   |
| **Applied research → decisions** | ServiceNow/CIP integration; relevance evaluation; stakeholder check-ins                                         |
| **Agile delivery context**       | Scrum, Kanban; global collaboration (Germany trips 2024–2025)                                                   |
| **Tools**                        | Power BI, Excel, VBA, CSV, Python, SQL, Azure, Git, ServiceNow, VS Code                                         |

### Experience timeline (for seniority calibration)

- **Jan 2023 – Present** — Applied Research & Design Analyst, Bosch Brasil
- **Jan 2020 – Dec 2022** — Web Developer, Bosch Brasil (React, data-backed UI)
- **Jan 2019 – Dec 2019** — Digitization Support Analyst, Bosch Hungary (SQL Server, Kanban)
- **Jan 2017 – Nov 2018** — Intern, Bosch Campinas (Excel/VBA automations)

### Education

- MSc Technology (Info & Comm Systems), Unicamp — completing Sep 2026
- Systems Analysis & Development, Unicamp (2015–2020)
- Technical Degree in Informatics, ETEC Bento Quirino

### Links (for verification only — do not contact on my behalf)

- LinkedIn: https://www.linkedin.com/in/eduardo-matos-de-assis-figueiredo-b10b408b
- Lattes: https://lattes.cnpq.br/2708641049892967
- ORCID: https://orcid.org/0009-0002-5178-6157

---

## Search objective

Find **10–20 high-quality openings** posted in the **last 60 days** (extend to 90 if fewer than 8 strong matches), ranked by **fit + feasibility**.

**Primary titles (PT and EN):**

- Analista de Dados Sênior / Pleno-Sênior
- Senior Data Analyst / Lead Data Analyst
- Analista de BI Sênior / Senior BI Analyst
- Analista de Inteligência de Negócios Sênior
- Analytics Analyst (Senior)
- Business Data Analyst (Senior)

**Adjacent titles — include only if ≥60% of responsibilities match my profile:**

- Analista de Performance / Revenue Analytics
- Analista de Métricas / Product Analytics (analyst track, not PM)
- Especialista em Excel / BI Developer (if senior and analytics-focused)
- Data Analyst (if explicitly senior or salary band confirms seniority)

**Exclude unless exceptionally good fit:**

- Data Scientist / Cientista de Dados (modeling-heavy, PhD-preferred)
- Data Engineer / Engenheiro de Dados (pipeline/infra-first)
- Pure Software Engineer / Dev roles
- Internship, trainee, or explicitly junior/pleno-only with &lt;3 years required
- Roles requiring relocation outside Brazil
- Roles requiring full onsite far from Campinas metro with no remote option

---

## Geographic & work-model rules

1. **Tier A (preferred):** Campinas metro — onsite or hybrid (≤3 days/week onsite).
2. **Tier B (equally preferred):** Remote/home office in Brazil (any state).
3. **Tier C (acceptable):** Hybrid in Greater São Paulo (SP capital, Jundiaí, Sorocaba) if ≤1 day/week commute or explicit remote majority.
4. **Reject:** Full onsite outside Tier A/C without relocation support.

When listing a role, tag: `[Campinas metro]` | `[Remote BR]` | `[Hybrid SP]` | `[Other]`.

---

## Sources to search (use multiple; do not rely on one)

**Job boards & aggregators**

- LinkedIn Jobs (filter: Brazil, Campinas, Remote)
- Gupy, Kenoby, Greenhouse (company career pages)
- Indeed Brasil, Glassdoor, Catho, InfoJobs
- Programathor, GeekHunter, Revelo (if analytics roles appear)
- Vagas.com.br

**Company targets (Campinas / remote-friendly / industrial & tech)**

- Bosch, Siemens, Ericsson, Motorola, CPFL, Raízen, Dow, 3M, IBM, Dell, Lenovo
- Ambev, Natura, iFood, Mercado Livre, Stone, PagSeguro, XP, BTG
- TOTVS, Stefanini, Accenture, Capgemini, Deloitte, KPMG (analytics practices)
- Startups and scale-ups with BI/analytics teams in Campinas or remote-first

**Search strings (run variations in PT and EN)**

```
""analista de dados"" sênior Campinas OR remoto OR home office
""senior data analyst"" remote Brazil
""analista BI"" sênior Power BI Campinas
""analista de dados"" Excel VBA Power BI remoto
""business intelligence analyst"" senior Brazil remote
site:linkedin.com/jobs ""data analyst"" senior Brazil
site:gupy.io analista dados sênior
```

---

## Reasoning process (show your work)

For each search iteration, document:

1. **Query used** and **sources checked**
2. **Raw candidates found** (title, company, location, date posted)
3. **Seniority assessment** — why this counts as senior (title, years asked, salary, responsibilities)
4. **Fit score (0–100)** against my profile with brief justification
5. **Gaps** — what I might lack vs. the posting
6. **Red flags** — vague descriptions, expired posts, staffing agencies with no client name, unrealistic stacks
7. **Verification** — confirm the posting is still open (check URL, repost date, or company page)

Apply **conservative filtering**: if seniority is ambiguous, include in a separate **""Stretch / verify seniority""** section rather than the main list.

---

## Fit scoring rubric (weights)

| Criterion                   | Weight | What to look for                                                    |
| --------------------------- | ------ | ------------------------------------------------------------------- |
| Tool stack match            | 25%    | Excel/VBA, Power BI, SQL, Python, CSV, dashboards                   |
| Seniority alignment         | 20%    | Senior title, 5+ years analytics, ownership of metrics/reporting    |
| Domain & impact             | 15%    | KPIs, experimentation, stakeholder decisions, operational analytics |
| Location / remote           | 15%    | Campinas metro or remote BR                                         |
| Company quality & stability | 10%    | Reputable employer, clear team structure                            |
| Growth & learning           | 10%    | BI modernization, self-service analytics, research-adjacent work    |
| Language                    | 5%     | PT required (OK); EN bonus (OK)                                     |

---

## Required output format

### 1. Executive summary (≤200 words)

- Market snapshot for senior data analysts in Campinas + remote BR this week
- Top 3 opportunities and why
- Main skill gaps in the market vs. my profile
- Recommended search refinements for next run

### 2. Ranked opportunity table

| Rank | Company | Role title | Location / model | Posted | Fit % | Key match reasons | Gaps | Apply link |
| ---- | ------- | ---------- | ---------------- | ------ | ----- | ----------------- | ---- | ---------- |

### 3. Detailed briefs (top 5 only)

For each:

- **Why it's a match** (bullet points mapped to my resume)
- **Suggested resume emphasis** (which projects/skills to lead with)
- **Cover letter angle** (2–3 sentences)
- **Interview prep** — likely questions given the posting
- **Salary benchmark** (if findable: Glassdoor, LinkedIn, Catho, or market estimate in BRL; state CLT vs PJ)

### 4. Stretch / verify seniority (optional list)

Roles that might fit but need confirmation.

### 5. Companies to monitor

10 employers hiring analytics talent in my region or remote— even if no open req today—with career page URLs.

### 6. Search log

Sources queried, date of search, dead links removed, assumptions made.

---

## Constraints & ethics

- **Do not apply** or contact recruiters on my behalf.
- **Do not fabricate** job URLs or postings. If a link is dead, say so.
- Prefer **primary sources** (company career page, official board) over scraped duplicates.
- Flag **duplicate postings** (same role, multiple agencies).
- Today's date for freshness: use the current date when you run this prompt.

---

## Optional follow-up (if time permits)

After the main deliverable, answer:

1. Which industries in Campinas hire senior analysts most actively right now?
2. Are employers listing ""Pleno"" but expecting senior work (common in BR)? How to spot that?
3. Should I also target **Analista de Dados Pleno** with 5+ years experience as a bridge title?
4. Three LinkedIn Boolean strings customized to my stack.
5. Three companies where my **Bosch + Unicamp MSc + Excel/VBA + Power BI** combo is an unusual advantage.

---

_End of prompt._",,ℹ️,,4030,2026-08-30 21:20:48
INFO_0122,task,TASK_0222,"Abertura e contextualização do treinamento
Abertura e contextualização do treinamento
Explicar os objetivos do treinamento.
Apresentar a visão geral do programa RISE.
Transição para o treinador técnico
Ajudar na preparação da dinâmica hands-on, se necessário.
Verificar se a estrutura para breakout rooms, grupos ou teams está pronta.
Apoiar o treinador técnico na criação dos breakout rooms.
Garantir que cada grupo tenha acesso ao case challenge correspondente.
Durante a atividade hands-on, das 10h50 às 12h00
Circular entre os breakout rooms. Perguntar se os participantes precisam de ajuda.
Apoiar dúvidas operacionais ou direcionar dúvidas técnicas ao treinador técnico, quando necessário.
Garantir que todos os grupos estejam trabalhando no case challenge proposto.
Resultados e fechamento
Apoiar a transição da apresentação dos resultados para o fechamento.
Receber a palavra do apresentador técnico no momento final.
Explicar os próximos passos do programa RISE.
Orientar os participantes sobre a aquisição dos agentes para Gemini, conforme instruído pelo Rafael.",,ℹ️,,4040,2026-08-31 09:35:40
INFO_0123,task,TASK_0222,Tirar foto,,ℹ️,,4050,2026-08-31 09:36:21
INFO_0124,task,TASK_0217,O treinamento de key-users é mandatório? sim,,ℹ️,,4060,2026-08-31 09:36:51
INFO_0125,task,TASK_0222,Para os treinamentos de colaboradores: 4 grupos de 5,,ℹ️,,4070,2026-08-31 09:37:09
INFO_0126,task,TASK_0223,"- A movimentação pelo TAR mantém meu vínculo e minha data de admissão atuais?
- Haverá mudança de CNPJ?
- Em algum momento haverá rescisão e nova admissão, ou será apenas transferencia?",,ℹ️,,4080,2026-08-31 12:05:02
INFO_0128,task,TASK_0009,UR000114777,,ℹ️,,3870,2026-09-03 11:43:50
INFO_0129,task,TASK_0241,"https://opencode.ai/docs/
you were reading it",,ℹ️,,10,2026-09-03 20:08:43
